GeographyCode,MedianAge
E01009167,36
E01009168,41
E01009169,36
E01009170,41
E01009171,37
E01009172,34
E01009173,31
E01009174,33
E01009175,34.5
E01009176,39
E01009177,33
E01009178,33
E01009179,39
E01009182,33
E01009183,36
E01009184,35
E01009185,40
E01009186,36
E01009187,40
E01009188,38
E01009189,38
E01009192,24
E01009194,24
E01009195,24
E01009197,24
E01009198,20
E01009199,28
E01009200,27
E01009201,33
E01009202,28
E01009203,26
E01009204,27
E01009205,42
E01009206,43
E01009207,40
E01009208,41
E01009209,37
E01009210,36
E01009211,41
E01009212,38
E01009213,45
E01009214,36
E01009215,39
E01009216,39
E01009217,41.5
E01009218,45
E01009219,33.5
E01009220,34
E01009221,40
E01009222,30
E01009223,41
E01009224,43
E01009225,43
E01009226,37
E01009227,40.5
E01009228,38
E01009229,38
E01009230,41
E01009231,42
E01009232,41
E01009233,33
E01009234,33
E01009235,39
E01009236,38
E01009237,36
E01009238,43
E01009239,22
E01009240,36
E01009241,32
E01009242,29
E01009243,41
E01009244,36
E01009245,39
E01009246,40
E01009247,38
E01009248,36
E01009249,38
E01009250,41
E01009251,41
E01009252,38
E01009253,40
E01009254,37
E01009255,36
E01009256,35
E01009257,33
E01009258,34.5
E01009259,33
E01009260,44
E01009261,40
E01009262,34
E01009263,34
E01009264,27
E01009265,34
E01009266,31
E01009267,38
E01009268,34
E01009269,29
E01009270,29
E01009271,30
E01009272,31
E01009273,32
E01009274,30
E01009275,28
E01009276,37
E01009278,35
E01009279,35
E01009280,35
E01009281,45
E01009282,31
E01009283,33
E01009284,23
E01009286,21
E01009288,47
E01009289,21
E01009290,21
E01009291,32
E01009292,34
E01009293,27
E01009294,36
E01009295,29
E01009296,28
E01009297,42
E01009298,27
E01009299,33
E01009300,29
E01009301,36
E01009302,48
E01009303,38
E01009304,37
E01009305,32
E01009306,41
E01009307,39
E01009308,31
E01009309,38
E01009310,35
E01009311,29
E01009312,42
E01009313,40
E01009314,41
E01009315,47
E01009316,40
E01009317,38
E01009318,40
E01009319,42
E01009320,41
E01009321,32
E01009322,35
E01009323,37
E01009324,43
E01009325,23
E01009326,26
E01009327,24
E01009328,26
E01009329,27
E01009331,26
E01009332,26
E01009333,23
E01009334,26
E01009335,26
E01009337,25
E01009338,26
E01009339,27
E01009340,28
E01009341,27
E01009342,29
E01009343,26
E01009344,24
E01009345,30
E01009346,26
E01009347,31
E01009348,30
E01009349,28
E01009350,27
E01009351,28
E01009352,29
E01009353,29
E01009354,31
E01009355,29
E01009358,29
E01009359,30
E01009360,29
E01009361,28
E01009362,25
E01009363,30
E01009364,26
E01009365,28
E01009366,27
E01009367,27
E01009368,27
E01009371,24
E01009372,24
E01009373,24
E01009374,30
E01009375,26
E01009376,26
E01009377,25
E01009378,29
E01009379,33
E01009380,25
E01009382,27
E01009383,28
E01009384,32
E01009385,34
E01009389,30
E01009390,32
E01009391,27
E01009392,27
E01009393,26
E01009394,34
E01009395,30
E01009396,26
E01009397,24
E01009399,24
E01009400,34
E01009401,29
E01009403,34
E01009404,35
E01009405,39
E01009406,37
E01009407,35
E01009408,33
E01009409,33
E01009410,39
E01009411,36
E01009412,31
E01009413,32
E01009414,31
E01009415,46
E01009416,36
E01009417,42
E01009418,43
E01009419,46
E01009420,41
E01009421,50
E01009422,46
E01009423,44
E01009424,42
E01009425,50
E01009426,49
E01009427,46
E01009428,50
E01009429,46
E01009430,48
E01009431,44
E01009432,40
E01009433,47
E01009434,39
E01009435,40
E01009436,47
E01009437,45
E01009438,43
E01009439,47
E01009440,49
E01009441,42
E01009442,46.5
E01009443,44
E01009444,49
E01009445,30
E01009446,38
E01009447,40
E01009448,39
E01009449,40
E01009450,44
E01009451,36
E01009452,42
E01009453,40
E01009454,42
E01009455,44
E01009456,41
E01009457,51
E01009458,52
E01009459,45
E01009460,38
E01009461,47
E01009462,39
E01009463,50
E01009464,45
E01009465,41
E01009466,45
E01009467,46
E01009468,50
E01009469,47
E01009470,47
E01009471,44
E01009472,42
E01009473,39
E01009474,42
E01009475,24
E01009476,26
E01009477,29
E01009478,27
E01009479,25
E01009480,27
E01009481,28
E01009482,24
E01009483,23
E01009484,25
E01009485,25
E01009486,28
E01009487,27
E01009488,27
E01009489,24
E01009490,28
E01009491,26
E01009492,26
E01009493,30
E01009494,29
E01009495,35
E01009496,47
E01009497,35
E01009498,34
E01009499,34
E01009500,33
E01009501,31
E01009502,33
E01009503,33
E01009504,46
E01009505,35
E01009506,46
E01009507,33
E01009508,37
E01009509,30
E01009510,37
E01009511,29
E01009512,33
E01009513,30
E01009514,33.5
E01009515,43
E01009516,37
E01009517,35
E01009518,41
E01009519,41
E01009520,42
E01009521,39
E01009522,42
E01009523,52
E01009524,44
E01009525,42
E01009526,42
E01009527,35
E01009528,45
E01009529,38
E01009530,39
E01009531,46
E01009532,43
E01009535,50
E01009536,47
E01009537,38
E01009538,38
E01009539,32
E01009540,27
E01009541,42
E01009542,36
E01009543,39
E01009544,41
E01009548,30
E01009549,42
E01009550,35
E01009552,40
E01009553,21
E01009554,36
E01009555,45
E01009556,39
E01009557,52
E01009558,36
E01009559,49
E01009560,44
E01009561,46
E01009562,47
E01009563,42
E01009564,28
E01009565,28
E01009566,26
E01009567,29
E01009568,29
E01009569,29
E01009570,29
E01009571,30
E01009572,26
E01009573,27
E01009574,27
E01009575,29
E01009576,38
E01009577,30
E01009578,43
E01009579,30
E01009580,44
E01009581,34
E01009582,39
E01009583,38
E01009584,40
E01009585,24
E01009586,40
E01009587,30
E01009588,36
E01009589,34
E01009590,44
E01009591,34
E01009592,29
E01009593,38
E01009594,42
E01009596,31
E01009597,34
E01009598,46
E01009599,42.5
E01009604,34
E01009605,36
E01009606,35
E01009607,35
E01009608,34
E01009609,32
E01009610,34
E01009611,27
E01009612,30
E01009613,40
E01009614,38
E01009615,31
E01009616,33
E01009617,38
E01009618,39
E01009619,29
E01009620,39
E01009621,33
E01009622,31
E01009623,35
E01009624,31
E01009625,33
E01009626,34
E01009627,34
E01009628,37
E01009629,29
E01009630,30
E01009631,31
E01009632,31
E01009633,25
E01009634,25
E01009635,21
E01009636,25
E01009637,26
E01009638,30
E01009639,28
E01009640,26
E01009641,21
E01009642,22
E01009643,36
E01009644,38
E01009645,36
E01009646,36
E01009647,37
E01009648,37
E01009649,38
E01009650,26
E01009651,31
E01009652,44
E01009653,41
E01009654,34
E01009655,30
E01009656,34.5
E01009657,35
E01009658,36
E01009659,28
E01009660,31
E01009661,27
E01009662,37
E01009663,45
E01009664,32
E01009665,50
E01009666,41
E01009667,54.5
E01009668,38
E01009669,39
E01009670,40
E01009671,20
E01009672,48
E01009674,31
E01009676,35
E01009679,30
E01009681,42
E01009682,37
E01009683,31
E01009684,37
E01009685,41
E01009686,39
E01009687,35
E01009688,27
E01009689,27
E01009690,29
E01009691,28
E01009692,50
E01009693,42
E01009694,44
E01009695,53
E01009696,46
E01009697,44
E01009698,45
E01009699,42
E01009700,34
E01009701,41
E01009702,33
E01009703,31
E01009704,44
E01009705,46
E01009706,44
E01009707,37
E01009708,43
E01009709,27
E01009710,40
E01009711,43
E01009712,36
E01009713,36
E01009714,35
E01009715,36
E01009716,36
E01009717,41
E01009718,37
E01009719,39
E01009720,41
E01009721,40.5
E01009722,42
E01009723,42
E01009724,42
E01009725,35
E01009726,42
E01009727,41
E01009728,42
E01009729,40
E01009730,38
E01009731,39
E01009732,40
E01009733,34
E01009734,43
E01009735,43
E01009736,46
E01009737,44
E01009738,39
E01009739,40
E01009740,31
E01009741,31
E01009742,38
E01009743,33
E01009744,34
E01009745,42
E01009746,35
E01009747,34
E01009748,35
E01009749,46
E01009750,41
E01009751,40
E01009752,33
E01009753,33
E01009754,36
E01009756,35
E01009757,39
E01009758,36
E01009759,48
E01009760,39
E01009762,29
E01009763,34
E01009764,44
E01009765,41.5
E01009766,41
E01009767,42
E01009768,44
E01009769,35
E01009770,42
E01009771,53
E01009772,33
E01009773,41
E01009774,44
E01009775,40
E01009776,42
E01009777,41
E01009778,40
E01009779,48
E01009780,33
E01009781,40
E01009782,35
E01009783,41
E01009784,36
E01009785,49
E01009786,34
E01009787,42
E01009788,39.5
E01009789,45
E01009790,39
E01009791,41
E01009792,36
E01009793,41
E01009794,50
E01009795,33
E01009796,42
E01009797,46
E01009798,41
E01009799,45
E01009800,45
E01009801,47
E01009802,43
E01009803,50
E01009804,48.5
E01009805,46
E01009806,45
E01009807,49
E01009808,47
E01009809,36
E01009810,45
E01009811,46
E01009812,45
E01009813,38
E01009814,49
E01009815,46
E01009816,46
E01009817,50
E01009818,44
E01009819,41
E01009820,45
E01009821,52
E01009822,50
E01009823,44
E01009824,39
E01009825,44
E01009826,52
E01009827,46
E01009828,46
E01009829,46
E01009830,47
E01009831,43
E01009832,38
E01009833,30
E01009834,39
E01009835,32
E01009836,33
E01009837,36
E01009838,38
E01009839,37
E01009840,31
E01009841,35
E01009842,33
E01009843,42
E01009844,33
E01009845,50
E01009846,48
E01009847,45
E01009848,42
E01009849,41
E01009850,46.5
E01009851,48
E01009852,51
E01009853,57
E01009854,50
E01009855,51
E01009856,38
E01009857,37
E01009858,38
E01009859,44
E01009860,52
E01009861,37
E01009862,37
E01009863,30
E01009864,36
E01009865,40
E01009866,39
E01009867,41
E01009868,36
E01009869,40
E01009870,43
E01009871,38
E01009872,35
E01009873,45
E01009874,35
E01009875,40
E01009876,39
E01009877,35
E01009878,38
E01009879,35
E01009880,39
E01009881,41
E01009882,38
E01009883,39
E01009884,35
E01009885,40
E01009886,46
E01009887,36
E01009888,40
E01009889,30
E01009890,31
E01009891,31
E01009892,33
E01009893,29
E01009894,36
E01009895,43
E01009896,46
E01009897,50
E01009898,52
E01009899,50
E01009900,54.5
E01009901,52
E01009902,51
E01009903,49
E01009904,48
E01009905,44
E01009906,43
E01009907,41
E01009908,41
E01009909,47
E01009910,41
E01009911,46
E01009912,39
E01009913,43
E01009914,49
E01009915,42
E01009916,40
E01009917,42
E01009918,40
E01009919,46
E01009920,40
E01009921,32
E01009922,38
E01009923,42
E01009924,36
E01009925,39
E01009926,35
E01009927,33
E01009928,31
E01009929,38
E01009930,39
E01009931,38
E01009932,39
E01009933,34
E01009934,36
E01009935,36
E01009936,45
E01009937,38.5
E01009938,38
E01009939,39
E01009940,39
E01009941,39
E01009942,38
E01009943,36
E01009944,36
E01009946,43
E01009947,39
E01009948,46
E01009949,44
E01009950,43
E01009951,32
E01009952,31
E01009953,40
E01009954,43
E01009955,35
E01009956,38
E01009957,31
E01009958,44
E01009959,45
E01009960,39
E01009961,45
E01009962,35.5
E01009963,36
E01009964,33
E01009965,30
E01009966,35
E01009967,37
E01009968,45
E01009969,32
E01009970,40
E01009971,34
E01009972,44
E01009973,32
E01009974,47
E01009975,44
E01009976,34
E01009977,33
E01009978,41
E01009979,41
E01009980,33
E01009981,36
E01009982,34
E01009983,39
E01009985,37
E01009986,31
E01009987,33
E01009988,37
E01009989,36
E01009991,34
E01009992,35
E01009993,35
E01009994,37
E01009995,36
E01009996,39
E01009997,33
E01009998,32
E01009999,38
E01010000,43
E01010001,41
E01010002,33
E01010003,39
E01010004,41
E01010005,37
E01010006,39
E01010007,39
E01010008,41
E01010009,38
E01010010,38
E01010011,40
E01010012,43
E01010013,44
E01010014,43.5
E01010015,38
E01010016,30
E01010017,34
E01010018,32
E01010019,29
E01010020,35
E01010021,34
E01010022,42
E01010023,44
E01010024,44
E01010025,41
E01010026,43
E01010027,42
E01010028,35
E01010029,33
E01010030,36
E01010031,35
E01010032,27
E01010033,38
E01010034,39
E01010035,49
E01010036,30
E01010037,32
E01010038,31
E01010039,32
E01010040,43
E01010041,38
E01010042,38
E01010043,44
E01010044,39
E01010045,37
E01010046,26
E01010047,30
E01010048,31
E01010049,33
E01010050,33
E01010051,36
E01010052,29
E01010053,27
E01010054,36
E01010055,31
E01010056,38
E01010057,33
E01010058,38
E01010059,28
E01010060,29
E01010061,26
E01010062,35
E01010063,27
E01010064,31
E01010065,26
E01010066,39
E01010067,32
E01010068,38
E01010069,32
E01010070,39
E01010071,33
E01010072,31
E01010073,35
E01010074,33
E01010075,32
E01010076,42
E01010077,38
E01010078,52
E01010079,41
E01010080,29
E01010081,41
E01010082,35
E01010083,35
E01010084,31
E01010085,41
E01010086,34
E01010087,37.5
E01010088,34
E01010089,35
E01010090,35
E01010091,41
E01010092,38
E01010093,36
E01010094,36
E01010095,33
E01010096,47
E01010097,47
E01010098,40
E01010099,39
E01010100,35
E01010101,40
E01010102,36
E01010103,34
E01010104,46
E01010105,34
E01010106,32
E01010107,31
E01010108,46
E01010109,45
E01010110,42
E01010111,33
E01010112,37
E01010113,41.5
E01010114,45
E01010115,43.5
E01010116,45
E01010117,46
E01010118,45
E01010119,46
E01010120,45
E01010121,49.5
E01010122,51
E01010123,46
E01010124,49
E01010125,38
E01010126,34
E01010127,33
E01010128,38
E01010129,37
E01010130,31
E01010131,34
E01010132,44
E01010133,49
E01010134,42
E01010135,45
E01010136,40
E01010137,46
E01010138,42
E01010139,43
E01010140,35
E01010141,33
E01010142,31
E01010143,36
E01010144,40
E01010145,44
E01010146,36
E01010147,28
E01010148,30
E01010149,44
E01010150,46
E01010151,49
E01010152,45
E01010153,50
E01010154,53
E01010155,47
E01010156,47
E01010157,37
E01010158,39
E01010159,38
E01010160,43
E01010161,42
E01010162,43
E01010163,38
E01010164,48
E01010165,48
E01010166,47
E01010167,46
E01010168,43
E01010169,46
E01010170,43
E01010171,46
E01010172,45
E01010173,45
E01010174,40
E01010175,45
E01010176,43
E01010177,40
E01010178,42.5
E01010179,49
E01010180,43
E01010181,40
E01010183,46
E01010184,44
E01010185,48
E01010186,41
E01010187,41
E01010188,48
E01010189,44
E01010190,43
E01010191,46
E01010192,46
E01010193,44
E01010194,42
E01010195,45
E01010196,47
E01010197,48
E01010198,49
E01010199,42
E01010200,46
E01010201,42
E01010202,44
E01010203,40
E01010204,40
E01010205,44
E01010206,40
E01010207,46
E01010208,46
E01010209,39
E01010210,49
E01010211,52
E01010212,46
E01010213,43
E01010214,44
E01010215,42
E01010216,38
E01010217,46
E01010218,49
E01010219,43
E01010220,39
E01010221,46
E01010222,44
E01010223,40
E01010225,38
E01010226,53
E01010227,48
E01010228,40
E01010229,46
E01010230,40
E01010231,46
E01010232,34
E01010233,36
E01010234,32
E01010235,31
E01010236,31
E01010237,40
E01010238,35
E01010239,37
E01010240,35.5
E01010241,45
E01010242,43
E01010243,50
E01010244,35
E01010245,49
E01010246,44
E01010247,47
E01010248,47
E01010249,36.5
E01010250,47
E01010251,44
E01010252,39
E01010253,45
E01010254,41
E01010255,54
E01010256,42
E01010257,49
E01010258,33
E01010259,45
E01010260,40
E01010261,32
E01010262,36
E01010263,29
E01010264,39
E01010265,28
E01010266,34
E01010267,38
E01010268,28
E01010269,26
E01010270,36
E01010271,30
E01010272,35
E01010273,32
E01010274,33
E01010275,38
E01010277,36
E01010279,34
E01010282,33
E01010283,28
E01010284,42
E01010285,46
E01010286,36
E01010287,44
E01010288,34
E01010289,35
E01010290,47
E01010291,35
E01010292,45
E01010293,46
E01010294,39
E01010295,39
E01010296,41
E01010297,49
E01010298,41
E01010299,34
E01010300,40
E01010301,40
E01010302,42
E01010303,44
E01010304,44.5
E01010305,39
E01010306,37
E01010307,37
E01010308,44
E01010309,32
E01010310,32.5
E01010311,35
E01010312,31
E01010313,34
E01010314,39.5
E01010315,39
E01010316,32
E01010317,50
E01010318,37
E01010319,41
E01010320,44
E01010321,40
E01010322,41
E01010323,43
E01010324,40.5
E01010325,39
E01010326,40
E01010327,30
E01010328,45
E01010329,47
E01010330,36
E01010331,48
E01010332,44
E01010333,46
E01010334,46
E01010335,29
E01010336,31
E01010337,38
E01010338,31
E01010339,36
E01010340,28
E01010341,27
E01010342,27
E01010343,27
E01010344,30
E01010345,52
E01010346,43
E01010347,41
E01010348,42
E01010349,47
E01010350,40
E01010351,45
E01010352,49
E01010353,45
E01010354,46
E01010355,46
E01010356,45
E01010357,40
E01010358,42
E01010359,40
E01010360,44
E01010361,39
E01010362,32
E01010363,29
E01010364,29
E01010365,29
E01010366,32
E01010367,32.5
E01010368,29
E01010369,31
E01010370,31
E01010371,27
E01010372,35
E01010373,32
E01010374,30
E01010375,26
E01010376,43
E01010377,40
E01010378,40
E01010379,49
E01010380,54
E01010381,39
E01010382,44
E01010383,39
E01010384,42
E01010385,48
E01010386,50
E01010387,46
E01010388,48
E01010389,47
E01010390,43
E01010391,41
E01010392,47
E01010393,44
E01010394,38
E01010395,42
E01010396,40
E01010397,35
E01010398,43
E01010399,40
E01010400,35
E01010401,37
E01010402,37
E01010403,32
E01010404,34
E01010405,37
E01010406,32
E01010407,39.5
E01010408,32
E01010409,35
E01010410,38
E01010411,35
E01010412,33
E01010413,38
E01010414,37
E01010415,29
E01010416,35
E01010417,37
E01010418,40
E01010419,38
E01010420,37
E01010421,35
E01010422,42
E01010423,37
E01010424,39
E01010425,40
E01010426,37
E01010427,39
E01010428,30
E01010429,36
E01010430,34
E01010431,39
E01010432,40
E01010433,36
E01010434,38
E01010435,31
E01010436,47
E01010437,43
E01010438,48
E01010439,41
E01010440,41
E01010441,38
E01010442,38
E01010443,30
E01010444,44
E01010445,31
E01010446,41
E01010447,39
E01010448,39
E01010449,32
E01010450,37
E01010451,34
E01010452,35
E01010453,32
E01010454,32
E01010455,33
E01010456,24
E01010457,41
E01010458,40
E01010459,39
E01010460,41
E01010461,42
E01010462,34
E01010463,34
E01010464,42
E01010465,31
E01010466,30.5
E01010467,42
E01010468,40
E01010469,39
E01010470,37
E01010471,32
E01010472,30
E01010473,29
E01010474,40
E01010475,38
E01010476,34
E01010477,32
E01010478,28
E01010479,35
E01010480,34
E01010481,32
E01010482,32
E01010483,28
E01010484,32
E01010485,27
E01010486,28
E01010487,41
E01010488,47
E01010489,44.5
E01010490,38.5
E01010491,39
E01010492,42
E01010493,41
E01010494,42
E01010495,40
E01010496,37
E01010497,41
E01010498,41
E01010499,39
E01010500,29
E01010501,39
E01010502,40
E01010503,38
E01010504,51
E01010505,46
E01010506,34
E01010507,51
E01010508,33
E01010509,42
E01010510,37
E01010511,30
E01010512,38
E01010513,50
E01010514,38
E01010515,42
E01010516,42
E01010517,39
E01010518,44
E01010519,41
E01010520,44
E01010521,24
E01010522,28
E01010523,32
E01010524,34
E01010525,28
E01010526,28
E01010527,30
E01010528,22
E01010529,27
E01010530,30
E01010531,39
E01010532,39
E01010533,35
E01010534,36
E01010535,36
E01010536,46
E01010537,50
E01010538,38
E01010539,36
E01010540,51
E01010541,33
E01010542,39
E01010543,31
E01010544,46
E01010545,40
E01010546,51
E01010547,50
E01010548,53
E01010549,41
E01010550,50
E01010551,49
E01010552,43
E01010553,46
E01010554,47
E01010555,42
E01010556,40
E01010557,48
E01010558,46
E01010559,44
E01010560,43
E01010561,43
E01010562,44
E01010563,37
E01010564,34
E01010565,43
E01010566,40
E01010567,40
E01010568,45
E01010569,43
E01010570,48
E01010571,38
E01010572,46
E01010573,45
E01010574,49
E01010575,47
E01010576,47
E01010577,45
E01010578,42
E01010579,50
E01010580,40
E01010581,38
E01010582,36
E01010583,38
E01010584,35
E01010585,41
E01010586,47
E01010587,42
E01010588,43
E01010589,46
E01010590,42
E01010591,40
E01010592,48
E01010593,44
E01010594,44
E01010595,38
E01010596,48
E01010597,38
E01010598,41
E01010599,34
E01010600,34
E01010601,35
E01010602,38
E01010603,40
E01010604,44
E01010605,36
E01010606,26
E01010607,24
E01010608,23
E01010609,37
E01010610,30
E01010611,30
E01010612,29
E01010613,36
E01010614,28
E01010615,35
E01010616,29
E01010617,32
E01010618,27
E01010619,26
E01010620,27
E01010621,23
E01010622,25
E01010623,28
E01010624,25
E01010625,27
E01010626,26
E01010627,29
E01010628,38
E01010629,30
E01010630,34
E01010631,32
E01010632,30
E01010633,38
E01010634,44
E01010635,38
E01010636,42
E01010637,22
E01010638,49
E01010639,42
E01010640,37
E01010641,48
E01010642,50
E01010643,39
E01010644,40
E01010645,47
E01010646,51
E01010647,49
E01010648,50
E01010649,38
E01010650,26
E01010651,41
E01010652,46
E01010653,36
E01010654,33
E01010655,29
E01010656,43
E01010657,33.5
E01010658,28
E01010659,27
E01010662,37
E01010663,30
E01010664,36
E01010665,33
E01010666,33
E01010667,32
E01010668,41
E01010669,30
E01010670,32
E01010671,28
E01010672,39
E01010673,27
E01010674,27
E01010675,37
E01010676,25
E01010677,26
E01010678,43
E01010679,30
E01010680,38
E01010681,45
E01010682,40
E01010683,40
E01010684,43
E01010685,43
E01010686,45
E01010687,38
E01010688,35.5
E01010689,37
E01010690,40
E01010691,50
E01010692,48
E01010693,50
E01010694,52
E01010695,44
E01010696,45
E01010697,50
E01010698,40
E01010699,41
E01010700,26
E01010701,25
E01010702,26
E01010703,36
E01010704,36
E01010705,45
E01010706,43
E01010707,46
E01010708,38
E01010709,39
E01010710,29
E01010711,40
E01010712,24
E01010713,36
E01010714,35
E01010715,39
E01010716,37
E01010717,35
E01010718,36
E01010719,27
E01010720,33
E01010721,39
E01010722,34
E01010723,25
E01010724,34
E01010725,39
E01010726,46
E01010727,46
E01010728,29
E01010729,42
E01010730,32
E01010731,27
E01010732,26
E01010733,28
E01010734,26
E01010735,23
E01010736,27
E01010737,26
E01010738,25
E01010739,26
E01010740,28
E01010741,41
E01010742,27
E01010743,29
E01010744,25
E01010745,30
E01010746,46
E01010747,38
E01010748,40
E01010749,40
E01010750,43
E01010751,45
E01010752,38
E01010753,47
E01010754,38
E01010755,27
E01010756,39
E01010758,41
E01010759,39
E01010760,40
E01010761,39
E01010762,32
E01010763,45
E01010764,48
E01010765,46
E01010766,46
E01010767,45
E01010768,42
E01010769,41
E01010770,45
E01010771,45
E01010772,49.5
E01010773,45
E01010774,47
E01010775,39
E01010776,35
E01010777,33
E01010778,33
E01010779,38
E01010781,32
E01010782,35
E01010783,41
E01010784,36
E01010785,38.5
E01010786,44
E01010787,43
E01010788,39
E01010789,33
E01010790,48
E01010791,32
E01010792,28
E01010793,28
E01010794,41
E01010795,38
E01010796,40
E01010797,43
E01010798,39
E01010799,37
E01010800,30
E01010801,31
E01010802,33
E01010803,27
E01010804,26
E01010805,33
E01010806,30
E01010807,28
E01010808,25
E01010809,26
E01010810,27
E01010811,25
E01010812,26
E01010813,25
E01010814,39
E01010815,31
E01010816,40
E01010817,32
E01010818,36
E01010819,32
E01010820,30
E01010821,27
E01010822,35
E01010824,31
E01010825,36
E01010826,28
E01010827,36
E01010828,37
E01010829,31.5
E01010830,28
E01010831,24
E01010832,27
E01010833,26
E01010834,21
E01010835,25
E01010836,22
E01010837,26
E01010838,25
E01010839,25
E01010840,30
E01010841,28
E01010842,25
E01010843,24
E01010845,34
E01010846,35
E01010847,38
E01010848,41
E01010849,46
E01010850,29
E01010851,37
E01010852,36
E01010853,39
E01010854,41
E01010855,45
E01010856,42
E01010857,48
E01010858,42
E01010859,45
E01010860,43
E01010861,43
E01010862,39
E01010863,43
E01010864,32.5
E01010865,40
E01010866,39
E01010867,34
E01010868,34
E01010869,39
E01010870,44
E01010871,39
E01010872,37
E01010873,45
E01010874,37
E01010875,47
E01010876,44
E01010877,43
E01010878,39
E01010879,47
E01010880,39
E01010881,44
E01010882,45
E01010883,46
E01010884,47
E01010885,44
E01010886,44
E01010887,46
E01010888,42
E01010889,40
E01010890,36
E01010891,39
E01010892,39
E01010893,40
E01010894,35
E01010895,44
E01010896,43
E01010897,43
E01010898,38
E01010899,41
E01010900,46
E01010901,45
E01010902,36
E01010903,44
E01010904,44
E01010905,41
E01010906,48
E01010907,45
E01010908,40
E01010909,45
E01010910,42
E01010911,42
E01010912,40
E01010913,49
E01010914,37
E01010915,42
E01010916,36
E01010917,45
E01010918,44
E01010919,44
E01010920,44
E01010921,42
E01010922,39
E01010923,41
E01010924,39
E01010925,37
E01010926,25
E01010927,46
E01010928,36
E01010929,29
E01010930,36
E01010931,45
E01010932,47
E01010933,46
E01010934,44
E01010935,48
E01010936,40
E01010937,43
E01010938,32
E01010939,42
E01010940,39
E01010941,36
E01010942,36
E01010943,32
E01010944,35
E01010945,43
E01010946,51
E01010947,44
E01010948,49
E01010949,40
E01010950,39
E01010951,41
E01010952,45
E01010953,42
E01010954,37
E01010955,42
E01010956,46
E01010957,44
E01010958,44
E01010959,40
E01010960,27
E01010961,35
E01010964,27
E01010965,30
E01010966,27
E01010967,37
E01010968,43
E01010969,38
E01010970,41
E01010971,41
E01010972,41
E01010973,47
E01010974,36
E01010975,52
E01010976,43
E01010977,43
E01010978,36
E01010979,38
E01010980,37
E01010981,34
E01010982,43
E01010983,40
E01010984,37
E01010985,42
E01010986,38
E01010987,42
E01010988,44
E01010989,41
E01010990,40
E01010991,44
E01010992,37
E01010993,38
E01010994,42
E01010995,28
E01010996,25
E01010997,48
E01010998,36
E01010999,45
E01011000,26
E01011001,26
E01011002,31
E01011003,31.5
E01011004,44
E01011005,48
E01011006,41
E01011007,32
E01011008,31
E01011009,46
E01011010,34
E01011011,47
E01011012,32
E01011013,48
E01011014,32
E01011015,32
E01011016,31
E01011017,28
E01011018,28
E01011019,34
E01011020,28
E01011021,41
E01011022,42
E01011023,34
E01011024,32
E01011025,30
E01011026,33
E01011027,38
E01011028,38
E01011029,36
E01011030,31
E01011031,44
E01011032,29
E01011033,35
E01011034,27
E01011035,28
E01011036,28
E01011037,31
E01011038,31
E01011039,38
E01011040,29
E01011041,35
E01011042,39
E01011043,29
E01011044,32
E01011045,31
E01011046,49
E01011047,50
E01011048,47
E01011049,39
E01011050,45
E01011051,41
E01011052,38
E01011053,43
E01011054,50
E01011055,43
E01011056,44
E01011057,42
E01011058,42
E01011059,27
E01011060,45
E01011061,39
E01011062,39
E01011063,38
E01011064,41
E01011065,35
E01011066,43
E01011067,46
E01011068,42
E01011069,45
E01011070,45
E01011071,43
E01011072,40
E01011073,38
E01011074,40
E01011075,45
E01011076,43
E01011077,38
E01011078,38
E01011079,35
E01011080,30
E01011081,33
E01011082,25
E01011083,40
E01011084,26
E01011085,44
E01011086,50
E01011087,44
E01011088,50
E01011089,44
E01011090,40
E01011091,41
E01011092,50
E01011093,32
E01011094,35
E01011095,44
E01011096,39
E01011097,41
E01011098,30
E01011099,41
E01011100,40
E01011101,29
E01011102,40
E01011103,38.5
E01011104,40
E01011105,29
E01011106,31
E01011107,26
E01011108,41
E01011109,40
E01011110,44
E01011111,43
E01011112,42
E01011113,45
E01011114,46
E01011115,43
E01011116,44
E01011117,43
E01011118,41
E01011119,46
E01011120,40
E01011121,33
E01011122,28
E01011123,41
E01011124,37
E01011125,40
E01011126,44
E01011127,42
E01011128,29
E01011129,37
E01011130,35
E01011132,45
E01011133,28
E01011134,24
E01011136,32
E01011137,33
E01011138,28
E01011139,30
E01011140,24
E01011141,28
E01011142,43
E01011143,27
E01011144,26
E01011145,42
E01011146,42
E01011147,39
E01011148,39
E01011149,32
E01011150,38
E01011151,43
E01011152,38
E01011153,38
E01011154,34
E01011155,39
E01011156,45
E01011157,30
E01011158,36
E01011159,43
E01011160,40
E01011161,38
E01011162,47
E01011163,39
E01011164,41
E01011165,29
E01011166,36
E01011167,34
E01011168,45
E01011169,48
E01011170,43
E01011171,40
E01011172,47
E01011173,43
E01011174,47
E01011175,37
E01011176,41
E01011177,45
E01011178,42
E01011179,45
E01011180,43
E01011181,42
E01011182,44
E01011183,41
E01011184,40
E01011185,43
E01011186,48
E01011187,43
E01011188,45
E01011189,47
E01011190,46
E01011191,44
E01011192,42
E01011193,41
E01011194,49.5
E01011195,20
E01011196,42
E01011197,45
E01011198,44
E01011199,43
E01011200,36
E01011201,41
E01011202,46
E01011203,43
E01011204,47
E01011205,44
E01011206,40
E01011207,43
E01011208,36
E01011209,44
