GeographyCode,MedianAge
E00169679,31
E00169680,26
E00169681,33
E00169682,39.5
E00169683,34
E00169684,30
E00169685,27
E00169686,33
E00169687,28
E00169688,31
E00169689,38.5
E00169690,25
E00169691,28
E00169692,39
E00169693,34
E00169694,31
E00169695,33
E00169696,30
E00169697,36
E00169698,31
E00169699,32
E00169700,30
E00169701,32
E00169702,34.5
E00169703,29
E00169704,29
E00169705,30
E00169706,28
E00169707,28
E00169708,28
E00169709,27
E00169710,30
E00169711,24.5
E00169712,34
E00169713,30
E00169714,28
E00169715,37
E00169716,32.5
E00169717,33.5
E00169718,29
E00169719,29
E00169720,30
E00169721,28
E00169722,24
E00169723,32
E00169724,28
E00169725,24
E00169726,33
E00169727,53
E00169728,36
E00169729,27
E00169730,37
E00169731,41
E00169732,32
E00169733,33
E00169734,33
E00169735,45
E00169736,50.5
E00169737,41.5
E00169756,42
E00169757,47
E00169758,28
E00169759,31
E00169760,28
E00169761,29
E00169762,30
E00169763,30.5
E00169764,33
E00169765,34.5
E00169766,44
E00169767,43.5
E00169768,28
E00169769,33
E00169770,33
E00169771,29
E00169772,31
E00169773,28
E00169774,42
E00169775,31.5
E00169776,36
E00169777,36
E00169778,43
E00169818,52
E00169819,43
E00169820,32.5
E00169821,34
E00169822,30
E00169823,39
E00169824,32.5
E00169825,36
E00169826,29.5
E00169827,32
E00169828,29
E00169829,28.5
E00169830,47
E00169831,36
E00169832,33
E00169833,33
E00169834,60
E00169835,30
E00169836,34
E00169837,27
E00169838,47
E00169839,56
E00169840,29.5
E00169841,33
E00169842,55
E00169843,51
E00169844,34
E00169845,59
E00169846,50.5
E00169847,26
E00169848,27
E00169849,27
E00169850,52
E00169851,30
E00169852,74.5
E00169853,66
E00169854,73
E00169855,38
E00169856,31
E00169857,33
E00169858,28
E00169859,28.5
E00169860,35.5
E00169861,24
E00169862,28
E00169863,25
E00169864,25
E00169865,41
E00169866,32
E00169867,34
E00169868,57
E00169869,66
E00169870,66
E00169871,71
E00169872,42
E00169873,26
E00169874,46
E00169875,35
E00169876,40.5
E00169877,38
E00169878,33
E00169879,31
E00169880,27
E00169881,36
E00169882,27
E00169883,44
E00169884,33
E00169885,28
E00169886,39
E00169887,29
E00169888,19
E00169889,32
E00169890,25
E00169891,61
E00169892,42
E00169893,29
E00169894,42
E00169895,56
E00169896,29
E00169897,29
E00169898,26
E00169899,36
E00169900,46.5
E00169901,28
E00169902,31
E00169903,49
E00169904,45
E00169905,50
E00169906,43.5
E00169907,36
E00169908,37
E00169909,38
E00169910,25
E00169911,30
E00169912,25.5
E00169913,53
E00169914,31
E00169915,46
E00169916,34
E00169917,26
E00169918,16
E00169919,36
E00169920,29
E00169921,39
E00169922,35
E00169923,33
E00169924,33
E00169925,34
E00169926,29
E00169927,27
E00169928,36
E00169929,33
E00169930,29
E00169931,32
E00169932,29
E00169933,35
E00169934,32
E00169935,33
E00169936,43
E00169937,28
E00169938,27
E00169939,30
E00169940,34
E00169941,35
E00169942,33
E00169943,25
E00169944,30
E00169945,35
E00169946,28
E00169947,52
E00169948,32
E00169949,35
E00169950,32
E00169951,31
E00169952,32
E00169953,31
E00169954,28
E00169955,23
E00169956,40
E00169957,53
E00169958,39
E00169959,40
E00169960,45
E00169961,37
E00169962,30
E00169963,30
E00169964,45
E00169965,38
E00169966,31
E00169967,47
E00169968,37
E00169969,47
E00169970,34
E00169971,43
E00169972,31
E00169973,31
E00169974,35.5
E00169975,32
E00169976,48
E00169977,31
E00169978,41
E00169979,31
E00169980,38
E00169981,46
E00169982,32
E00169983,32
E00169984,29
E00169985,31
E00169986,31
E00169987,17
E00169988,40
E00169989,25
E00169990,22.5
E00169991,28
E00169992,40
E00169993,28
E00169994,36
E00169995,30
E00169996,28
E00169997,31
E00169998,41
E00169999,34
E00170000,44
E00170001,32
E00170002,33
E00170003,51
E00170004,30
E00170005,31
E00170006,40
E00170007,65
E00170008,25
E00170009,26
E00170060,34
E00170061,33
E00170062,38
E00170063,32
E00170064,33
E00170065,29
E00170066,27
E00170067,27
E00170068,48
E00170069,28
E00170070,30
E00170071,34
E00170072,61.5
E00170073,33
E00170074,32
E00170075,50
E00170076,40
E00170077,60
E00170078,52
E00170079,37
E00170080,32
E00170081,43
E00170082,31
E00170083,34
E00170084,25.5
E00170085,30
E00170086,34
E00170087,30
E00170088,34
E00170089,33
E00170090,33
E00170279,28
E00170281,28
E00170282,29
E00170284,33
E00170285,30
E00170287,32
E00170289,29
E00170290,29
E00170292,30
E00170293,30
E00170295,30
E00170296,29
E00170782,46
E00170783,42
E00170784,58
E00170785,39
E00170786,68
E00170787,55.5
E00170788,20
E00170789,37
E00170790,31
E00170791,32
E00170792,32
E00170793,28
E00170794,28.5
E00170795,42
E00170796,41
E00170797,36
E00170798,31
E00170799,34
E00170800,34.5
E00170801,30
E00170802,31.5
E00170803,31
E00170804,33
E00170805,28
E00170806,33
E00170807,30
E00170808,31
E00170809,37
E00170810,31.5
E00170811,28
E00170812,28
E00170813,28
E00170814,33
E00170815,39
E00170816,32
E00170817,29
E00170818,33
E00170819,28
E00170820,30
E00170821,33.5
E00170822,31
E00170823,28
E00170824,26
E00170825,26
E00170826,28
E00170827,28
E00170828,35.5
E00170829,34
E00170830,26
E00170831,25
E00170832,58
E00170833,48.5
E00170834,36
E00170835,34
E00170836,31
E00170837,34
E00170838,30
E00170839,27
E00170840,31
E00170841,30
E00170842,28
E00170843,28
E00170844,20
E00170845,27
E00170846,34
E00170847,27
E00170848,26
E00170849,29
E00170850,29
E00170851,27
E00170852,27
E00170853,28
E00170854,28
E00170855,34
E00170856,31
E00170857,30
E00170858,27
E00170859,29
E00170860,27.5
E00170861,31
E00170862,27
E00170863,31.5
E00170864,30
E00170865,28
E00170866,26
E00170867,38
E00170868,31
E00170869,27
E00170870,36
E00170871,22
E00170872,30
E00170873,29
E00170874,29
E00170875,28
E00170876,30.5
E00170877,31
E00170878,35
E00170879,27
E00170880,26
E00170881,27
E00170882,27
E00170883,37.5
E00170884,32
E00170885,40
E00170886,31
E00170973,28
E00170974,29
E00170975,29
E00170976,27
E00170977,28
E00170978,35
E00170979,27
E00170980,21
E00170981,30
E00170982,30
E00170983,26
E00170984,33
E00170985,28
E00170986,29
E00170987,30
E00170988,26
E00170989,33
E00170990,44
E00170991,31
E00170992,30
E00170993,33
E00170994,28
E00170995,47
E00170996,56
E00170997,30.5
E00170998,34
E00170999,29
E00171000,33
E00171001,29
E00171002,32
E00171003,30
E00171004,32.5
E00171005,32
E00171006,40
E00171007,35
E00171008,38
E00171009,30
E00171010,39
E00171011,33
E00171012,27
E00171013,38
E00171014,35
E00171247,31
E00171248,30.5
E00171249,31
E00171250,35
E00171251,30
E00171252,32
E00171253,49
E00171254,29
E00171255,30
E00171256,34
E00171257,27
E00171258,34
E00171259,28
E00171260,32
E00171261,27
E00171262,30
E00171263,33
E00171264,41.5
E00171265,26.5
E00171266,27
E00171267,28
E00171268,27
E00171269,36
E00171270,30
E00171271,31
E00171272,34
E00171273,32.5
E00171274,26
E00171275,26
E00171276,31
E00171277,32
E00171278,26
E00171279,30
E00171280,35.5
E00171281,30
E00171282,26
E00171283,25
E00171284,34
E00171285,25
E00171286,27
E00171287,22
E00171288,33
E00171289,33.5
E00171290,25
E00171291,33
E00171292,27
E00171293,40.5
E00171294,27
E00171295,27
E00171296,27
E00171297,21.5
E00171298,27
E00171299,21
E00171300,22
E00171301,24.5
E00171302,25
E00171303,22
E00171304,27
E00171305,28
E00171306,27
E00171307,26
E00171308,28
E00171309,30
E00171310,28
E00171311,32
E00171312,34
E00171313,32
E00171314,27
E00171315,21
E00171316,29
E00171317,24
E00171318,30
E00171319,35
E00171320,27
E00171321,28
E00171322,41
E00171323,33
E00171324,33
E00171325,26
E00171326,29
E00171327,30
E00171328,36
E00171329,29.5
E00171330,29
E00171331,36.5
E00171332,24
E00171372,39
E00171373,39
E00171374,34
E00171375,41
E00171376,36
E00171377,49
E00171378,38
E00171379,39
E00171380,33
E00171381,30
E00171382,31
E00171383,34
E00171384,33
E00171385,33
E00171386,29.5
E00171387,45
E00171388,31
E00171389,30
E00171390,37
E00171391,39.5
E00171392,38
E00171393,32
E00171394,39
E00171395,31
E00171396,30
E00171397,30
E00171398,35
E00171399,32
E00171400,37
E00171401,30
E00171402,33
E00171403,29
E00171404,28
E00171405,28
E00171406,29
E00171407,28.5
E00171408,34
E00171409,31
E00171410,28
E00171411,29
E00171412,35
E00171413,28
E00171414,29
E00171415,31
E00171416,31
E00171417,42
E00171418,27
E00171419,41
E00171449,34
E00171450,32
E00171451,33
E00171452,41
E00171453,30
E00171454,44
E00173212,46
E00173214,33
E00173215,39
E00173217,31
E00173218,33
E00173220,37
E00173221,30
E00173223,27
E00173225,29.5
E00173226,35
E00173228,40.5
E00173229,20
E00173231,33
E00173232,29
E00173234,31.5
E00173235,36
E00173237,31
E00173239,21
E00173240,24
E00173242,22.5
E00173243,32
E00173245,31.5
E00173246,22
E00173248,32
E00173249,27.5
E00173251,24
E00173253,44.5
E00173254,38
E00173256,31
E00173257,28.5
E00173259,49
E00173260,21
E00173262,21
E00173263,22
E00173265,26
E00173267,24
E00173268,32
E00173270,33.5
E00173271,28
E00173273,27
E00173274,31
E00173276,28
E00173277,28
E00173279,24
E00173281,27
E00173282,27
E00173284,32
E00173285,30
E00173287,14
E00173288,27
E00173290,29
E00173291,27
E00173606,29
E00173607,28
E00173609,25
E00173610,27
E00173612,24
E00173613,28
E00173615,28
E00173616,25
E00173618,28
E00173620,26
E00173621,26
E00173623,25
E00173624,26
E00173626,27
E00173627,25
E00173658,24
E00173660,28.5
E00173662,26
E00173663,28
E00173665,26
E00173666,30
E00173668,29
E00173669,27
E00173671,24.5
E00173672,52
E00173674,52
E00173676,31
E00173677,28
E00173679,28
E00173680,32
E00173682,28
E00173683,31
E00173685,32
E00173686,29
E00173688,32
E00173690,34
E00173691,33
E00173693,28
E00173694,33
E00173696,24
E00173697,28
E00173699,45
E00173711,30
E00173712,30
E00173713,26
E00173714,32
E00173715,33
E00173716,32
E00173717,32
E00173718,52
E00173719,45
E00173720,30
E00173721,25.5
E00173722,28
E00173723,32
E00173724,32.5
E00173725,30
E00173726,30.5
E00173727,39
E00173728,28
E00173729,38
E00173730,34
E00173731,34.5
E00173732,34
E00173733,28
E00173734,36.5
E00173735,33
E00173736,37.5
E00173737,28
E00173738,32
E00173739,35
E00173740,35.5
E00173741,33
E00173742,34
E00173743,34
E00173744,56
E00173745,53
E00173746,29.5
E00173747,31
E00173748,44
E00173749,49
E00173750,37
E00173751,37
E00173752,37
E00173753,31
E00173754,52
E00173755,27
E00173756,28
E00173757,36
E00173758,34
E00173759,26
E00173760,29
E00173761,27
E00173762,35
E00173763,28
E00173764,28
E00173765,28
E00173766,27
E00173767,29
E00173768,19
E00173769,20
E00173770,25
E00173771,29
E00173772,33
E00173773,32
E00173774,29
E00173775,26
E00173776,29
E00173777,29
E00173778,26
E00173779,32
E00173780,32
E00173781,36
E00173782,26
E00173783,54
E00173784,26.5
E00173785,31
E00173786,32
E00173787,25
E00173788,30
E00173789,29
E00173790,30
E00173791,31
E00173792,26
E00173793,29
E00173794,31
E00173795,50
E00173796,52
E00173797,32
E00173798,27
E00173799,30
E00173800,38.5
E00173801,31
E00173802,28
E00173803,35
E00173804,31
E00173805,34.5
E00173806,37
E00173807,35
E00173808,33
E00173809,72
E00173810,28
E00173811,22
E00173812,29
E00173813,28
E00173814,25
E00173815,29
E00173816,38
E00173817,30.5
E00173818,33
E00173819,37
E00173820,39
E00173821,36
E00173822,32
E00173823,29.5
E00173824,44
E00173825,32
E00173826,36
E00173827,28
E00173828,28
E00173829,31
E00173830,40
E00173831,30
E00173832,30
E00173833,33
E00173834,30
E00173835,27
E00173836,31
E00173837,27
E00173838,34
E00173839,19
E00173840,25
E00173841,27
E00173842,32
E00173843,29
E00173844,26
E00173845,28
E00173846,30
E00173847,27
E00173848,27
E00173849,30
E00173850,44
E00173851,39.5
E00173852,30
E00173853,30
E00173854,29
E00173855,28
E00173856,28
E00173857,30
E00173858,31
E00173859,36
E00173860,29
E00173861,29
E00173862,28
E00173863,28
E00173864,33.5
E00173865,68
E00173866,30
E00173867,33
E00173868,31
E00173869,32
E00173870,31
E00173871,27
E00173872,36
E00173873,29
E00173874,61
E00173875,38
E00173876,31
E00173877,30
E00173878,41
E00173879,46
E00173880,24
E00173881,37
E00173882,40
E00173883,30
E00173884,31
E00173885,51
E00173886,32
E00173887,45
E00173888,44
E00173889,38
E00173890,29.5
E00173891,31
E00173892,30.5
E00173893,30
E00173894,40
E00173895,30
E00173896,44
E00173897,42
E00173898,34
E00173899,33.5
E00173900,43
E00173901,38
E00173902,33
E00173903,55
E00173904,34
E00173905,35
E00173906,43
E00173907,41
E00173908,33.5
E00173909,39
E00173910,40.5
E00173911,35
E00173912,45
E00173913,36
E00173914,37
E00173915,48
E00173916,34
E00173917,25
E00173918,26
E00173919,27
E00173920,28
E00173921,43
E00173922,30
E00173923,27
E00173924,26
E00173925,21
E00173926,24
E00173927,22
E00173928,19.5
E00173929,39
E00173930,26
E00173931,28
E00173932,28
E00173933,38
E00173934,28
E00173935,28
E00173953,33
E00173954,29
E00173955,28
E00173956,29
E00173957,36.5
E00173958,28
E00173959,29
E00173960,29
E00173961,26
E00173962,31
E00173963,28
E00173964,29.5
E00173965,35
E00173966,42
E00173967,39
E00173968,35
E00173969,30
E00173970,36
E00173971,31
E00173972,44
E00173973,29
E00173974,40
E00173975,30
E00173976,38
E00173977,36
E00173978,38
E00173979,37
E00173980,35
E00173981,39
E00173982,34
E00173983,35
E00173984,33
E00173985,29
E00173986,32
E00173987,27
E00173988,47
E00173989,28
E00173990,32
E00173991,32
E00173992,32
E00173993,46.5
E00173994,34
E00173995,32
E00173996,46
E00173997,41
E00173998,31
E00173999,70
E00174000,70
E00174001,71
E00174002,71
E00174003,71
E00174004,47
E00174005,44
E00174006,38
E00174007,30
E00174622,28
E00174623,29
E00174624,33
E00174625,29
E00174626,26
E00174627,27
E00174628,29
E00174629,27
E00174630,34
E00174631,25
E00174632,35
E00174633,29
E00174634,32
E00174635,60.5
E00174636,31
E00174637,26
E00174638,28
E00174639,28
E00174640,51
E00174641,32
E00174642,35
E00174643,16
E00174644,39
E00174645,31
E00174646,40
E00174647,53
E00174648,36
E00175280,34
E00175281,31
E00175282,35
E00175283,35
E00175284,33
E00175285,29
E00175286,30
E00175287,31
E00175288,29
E00175289,29
E00175290,29
E00175291,29
E00175292,30
E00175293,31
E00175294,30
E00175295,38
E00175296,26
E00175297,29
E00175298,35.5
E00175299,30
E00175300,27
E00175301,41
E00175302,31
E00175303,30
E00175304,52
E00175305,35
E00175306,33
E00175307,34.5
E00175308,33
E00175309,31
E00175310,27
E00175311,33
E00175312,31
E00175313,37.5
E00175314,33
E00176365,31
E00176366,32
E00176367,28
E00176368,36
E00176369,28
E00176370,46
E00176371,32
E00176372,27
E00176373,23
E00176374,38
E00176375,31
E00176376,36
E00176377,30
E00176378,32.5
E00176379,50
E00176380,52
E00176381,32
E00176382,30
E00176383,28
E00176384,32
E00176385,31
E00176386,31.5
E00176387,24
E00176388,31
E00176389,26
E00176390,28
E00176391,31
E00176392,33
E00176393,31
E00176394,25
E00176395,26.5
E00176396,28
E00176397,41
E00176398,27
E00176399,25
E00176400,33
E00176401,54
E00176402,27
E00176403,39
E00176404,48.5
E00176405,30
E00176406,30
E00176407,28
E00176408,26
E00176409,27
E00176410,34
E00176411,32
E00176412,31
E00176413,30
E00176414,30
E00176415,30
E00176416,32
E00176417,39.5
E00176418,40
E00176419,30
E00176420,23
E00176421,22
E00176422,21
E00176423,36
E00176424,33
E00176425,28
E00176426,29.5
E00176427,28
E00176428,24
E00176429,37
E00176430,26
E00176431,28
E00176432,23
E00176433,31
E00176434,25
E00176435,24
E00176436,29
E00176437,28
E00176438,28
E00176439,37
E00176440,26
E00176441,25
E00176442,30
E00176443,46
E00176444,22
E00176445,25
E00176446,22
E00176447,45
E00176448,37
E00176449,41
E00176450,39
E00176451,38
E00176452,37
E00176453,39
E00176454,40
E00000001,54.5
E00000003,46.5
E00000005,46
E00000007,33
E00000010,40
E00000012,47
E00000013,33.5
E00000014,46
E00000016,46
E00000017,45
E00000018,53
E00000019,42
E00000020,46
E00000021,42
E00000022,41
E00000023,43
E00000024,32
E00000025,43
E00000026,33
E00000027,31
E00000028,32
E00000029,33
E00000030,33
E00000031,41
E00000032,33
E00000035,33
E00000037,29
E00000038,28
E00000039,28
E00000040,29
E00000041,29
E00000042,44
E00000043,26
E00000045,25
E00000046,29
E00000048,25
E00000049,31
E00000050,27
E00000051,29
E00000052,30
E00000053,32
E00000054,30
E00000055,30
E00000056,27
E00000057,25
E00000059,29
E00000060,31.5
E00000061,29
E00000062,28
E00000063,29
E00000064,29
E00000065,29
E00000066,27
E00000067,28
E00000068,30
E00000069,26
E00000070,37
E00000071,31
E00000072,34
E00000073,33
E00000074,36
E00000075,34.5
E00000076,31
E00000077,36
E00000078,30
E00000079,34
E00000080,28
E00000081,31
E00000082,33
E00000083,33
E00000084,31
E00000085,32
E00000086,33
E00000087,27
E00000088,32
E00000089,32.5
E00000090,31.5
E00000091,25
E00000092,33
E00000093,30
E00000094,37.5
E00000095,30
E00000096,36
E00000097,37
E00000098,34
E00000099,44.5
E00000100,33
E00000101,32
E00000102,30
E00000103,28
E00000104,31
E00000106,32
E00000107,29
E00000108,33
E00000109,31
E00000110,33
E00000111,33
E00000112,30
E00000113,32
E00000114,31
E00000115,36
E00000116,32
E00000117,29
E00000118,31
E00000119,33
E00000120,34.5
E00000121,30
E00000122,34
E00000123,40
E00000124,29
E00000125,34
E00000126,32
E00000127,31
E00000128,33
E00000129,33
E00000130,32
E00000131,39
E00000132,28
E00000133,32
E00000134,33
E00000135,33
E00000136,36
E00000137,35.5
E00000138,33.5
E00000139,37
E00000140,35
E00000141,24
E00000142,29
E00000143,32
E00000144,40
E00000145,66
E00000146,41
E00000147,44
E00000148,72
E00000149,37
E00000150,32.5
E00000151,32.5
E00000152,43
E00000153,43
E00000154,34
E00000155,35
E00000156,44.5
E00000157,32
E00000158,33
E00000159,29
E00000160,24
E00000161,29
E00000162,33
E00000163,27
E00000164,26
E00000165,35
E00000166,37
E00000167,34.5
E00000168,39
E00000169,31
E00000170,37
E00000171,40.5
E00000172,34.5
E00000173,36
E00000174,38
E00000175,32
E00000176,38
E00000177,39
E00000178,35
E00000179,34
E00000180,33
E00000181,27
E00000182,36
E00000183,45
E00000184,42
E00000185,42
E00000186,41
E00000187,37
E00000188,46
E00000189,43
E00000190,40
E00000191,34
E00000192,35
E00000193,32
E00000194,45
E00000195,40
E00000196,41
E00000197,37
E00000198,25
E00000199,29
E00000200,31
E00000201,31
E00000202,32
E00000203,30
E00000204,32
E00000205,25
E00000206,31
E00000207,35
E00000208,32
E00000209,35
E00000210,29
E00000211,29
E00000212,28
E00000213,35
E00000214,32
E00000215,29
E00000216,35
E00000217,34
E00000218,36
E00000219,33
E00000220,33
E00000221,32
E00000222,30
E00000223,30
E00000224,29
E00000225,32
E00000226,35
E00000227,32
E00000228,35
E00000229,31
E00000230,31.5
E00000231,35
E00000232,33
E00000234,32
E00000235,25
E00000236,39
E00000237,35.5
E00000238,25
E00000239,26
E00000240,30
E00000241,28
E00000242,31
E00000243,23.5
E00000244,30
E00000245,22
E00000246,29
E00000247,28
E00000248,27.5
E00000249,34
E00000250,27
E00000251,26
E00000252,31
E00000253,30
E00000254,26
E00000255,29
E00000256,28
E00000257,32.5
E00000258,24
E00000259,28
E00000260,29
E00000261,35.5
E00000263,29
E00000264,22
E00000265,33
E00000266,35
E00000267,32
E00000268,31
E00000269,34
E00000270,29
E00000271,30
E00000272,36
E00000273,35
E00000274,31
E00000275,38
E00000276,31
E00000277,32
E00000278,30
E00000279,30
E00000280,32
E00000282,31
E00000283,32
E00000284,33
E00000285,33
E00000286,34
E00000287,32
E00000288,29
E00000289,34
E00000290,34.5
E00000291,33
E00000292,33
E00000293,38
E00000294,35.5
E00000295,34
E00000296,34
E00000297,35
E00000298,31
E00000299,40
E00000300,32
E00000301,33
E00000302,35
E00000303,32
E00000304,37.5
E00000305,25
E00000306,35
E00000307,36
E00000308,33
E00000309,27
E00000310,32
E00000311,33
E00000312,40
E00000313,37
E00000314,42
E00000315,33
E00000316,32
E00000317,25
E00000318,40
E00000319,42
E00000320,33
E00000321,37
E00000322,33
E00000323,38.5
E00000324,38.5
E00000325,35
E00000326,33
E00000327,23
E00000328,24.5
E00000329,27
E00000330,21
E00000331,31
E00000332,33
E00000333,33
E00000334,33
E00000335,34
E00000336,31
E00000337,28
E00000338,34
E00000339,32
E00000340,33
E00000341,31
E00000342,34
E00000343,34
E00000344,36
E00000345,35
E00000346,29
E00000347,37
E00000348,31
E00000349,31
E00000350,34
E00000351,31
E00000352,31
E00000353,28
E00000354,31.5
E00000355,34
E00000356,31
E00000357,32
E00000358,30
E00000360,32
E00000361,32.5
E00000362,34
E00000363,29.5
E00000364,38
E00000365,33
E00000366,34
E00000367,34
E00000368,35
E00000369,35
E00000370,33
E00000371,32
E00000372,29
E00000373,30.5
E00000374,33
E00000375,30
E00000376,40
E00000377,35
E00000378,34
E00000379,33
E00000380,34
E00000381,32
E00000382,32
E00000383,33.5
E00000384,33
E00000385,30
E00000386,35
E00000387,35
E00000388,26
E00000389,32
E00000390,31
E00000391,35
E00000392,29
E00000393,35
E00000394,38
E00000395,32
E00000396,34
E00000397,27
E00000398,37.5
E00000399,36
E00000400,33
E00000401,33
E00000402,31
E00000403,35
E00000404,32.5
E00000405,29
E00000406,33
E00000407,31
E00000408,31
E00000409,32.5
E00000410,36
E00000411,38
E00000412,41
E00000413,30
E00000414,31.5
E00000415,36.5
E00000416,30
E00000417,35
E00000418,29
E00000419,31
E00000420,35
E00000421,30.5
E00000422,32.5
E00000423,29.5
E00000424,37.5
E00000425,35
E00000426,34
E00000427,30.5
E00000428,32
E00000429,30
E00000430,34
E00000431,30
E00000432,32
E00000433,31
E00000434,30
E00000435,34
E00000436,30
E00000437,36
E00000438,30
E00000439,35
E00000440,30
E00000441,35.5
E00000442,30
E00000443,36
E00000444,31.5
E00000445,33
E00000446,31
E00000447,35
E00000448,35
E00000449,27
E00000450,31
E00000451,30
E00000452,30
E00000453,29
E00000454,29
E00000455,30
E00000456,30
E00000457,30
E00000458,23
E00000459,23
E00000460,22
E00000461,34
E00000462,29
E00000463,33.5
E00000464,33
E00000465,29
E00000466,34
E00000467,30
E00000468,26.5
E00000469,29
E00000470,31
E00000471,28
E00000472,26
E00000474,29
E00000475,27
E00000476,23
E00000477,30
E00000478,32
E00000479,28
E00000480,31
E00000481,30
E00000482,31
E00000483,36
E00000484,33.5
E00000485,35
E00000486,29
E00000487,38
E00000488,33
E00000489,30
E00000490,33
E00000491,31
E00000492,34
E00000493,36
E00000494,33
E00000495,35
E00000496,33
E00000497,28
E00000498,37
E00000499,34
E00000500,31.5
E00000501,41
E00000502,37
E00000503,32
E00000504,32.5
E00000505,34
E00000506,32.5
E00000507,32
E00000508,33
E00000509,35
E00000510,42
E00000511,29
E00000512,40
E00000513,38
E00000514,35
E00000515,30
E00000516,28
E00000517,33
E00000518,39
E00000519,35
E00000520,30
E00000521,31
E00000522,27
E00000523,31.5
E00000524,33.5
E00000525,26
E00000526,38
E00000527,44
E00000528,34
E00000529,43
E00000530,24
E00000531,27
E00000532,32
E00000533,47
E00000534,37
E00000535,32
E00000536,28
E00000537,29.5
E00000538,35
E00000539,41
E00000540,40.5
E00000541,29
E00000542,36
E00000543,36
E00000544,34
E00000545,32
E00000546,32.5
E00000547,33
E00000548,32
E00000549,34
E00000550,36
E00000551,30
E00000552,32
E00000553,32
E00000554,34
E00000555,33
E00000556,35
E00000557,36
E00000558,30
E00000559,31.5
E00000560,40
E00000561,32.5
E00000562,37
E00000563,35
E00000564,41
E00000565,34
E00000566,30
E00000567,32
E00000568,30
E00000569,37
E00000570,36
E00000571,35.5
E00000572,36
E00000573,31
E00000574,37.5
E00000575,35
E00000576,38
E00000577,32
E00000578,43
E00000579,37
E00000580,44
E00000581,39
E00000582,40
E00000583,35
E00000584,41
E00000585,40
E00000586,42
E00000587,39.5
E00000588,39
E00000589,42
E00000590,36
E00000591,44
E00000592,38
E00000593,40
E00000594,43
E00000595,36
E00000596,38
E00000597,40
E00000598,39.5
E00000599,25
E00000600,41
E00000601,40
E00000602,35
E00000603,38
E00000604,36
E00000605,36
E00000606,37.5
E00000607,34
E00000608,35.5
E00000609,31
E00000610,45
E00000611,43
E00000612,39
E00000613,42
E00000614,40
E00000615,44
E00000616,33
E00000617,41
E00000618,44
E00000619,46
E00000620,40
E00000622,37
E00000623,34
E00000624,30
E00000625,31.5
E00000626,35
E00000627,29
E00000628,31.5
E00000629,36
E00000630,33
E00000631,29
E00000632,37
E00000633,29
E00000634,30
E00000635,34
E00000636,32
E00000637,30
E00000638,32
E00000640,36
E00000641,33.5
E00000642,32
E00000643,36
E00000644,33
E00000645,31
E00000646,32
E00000647,33
E00000648,33
E00000649,33
E00000650,32
E00000651,29
E00000652,31
E00000653,32
E00000654,36.5
E00000655,33
E00000656,33
E00000657,29
E00000658,34
E00000659,35
E00000660,30
E00000661,34
E00000662,33
E00000663,37
E00000664,45
E00000665,28
E00000666,33
E00000667,32
E00000668,27
E00000669,36
E00000670,35
E00000671,33.5
E00000672,34
E00000674,38
E00000675,31
E00000676,33
E00000677,30
E00000678,32
E00000679,37
E00000680,27
E00000681,29
E00000682,35
E00000683,32
E00000684,33
E00000685,30
E00000686,29
E00000687,32
E00000688,31
E00000689,27
E00000690,37
E00000691,31
E00000692,28
E00000693,30
E00000694,29
E00000695,30.5
E00000696,29
E00000697,38
E00000698,35
E00000699,34
E00000700,35
E00000701,35
E00000702,32
E00000703,52
E00000704,39
E00000705,38
E00000706,41.5
E00000707,41
E00000708,38
E00000709,32
E00000710,34
E00000711,31
E00000712,37
E00000713,32
E00000714,38
E00000715,34
E00000716,32
E00000717,26
E00000718,42
E00000719,32
E00000720,33.5
E00000721,32
E00000722,32
E00000723,34
E00000724,31
E00000725,36
E00000726,33
E00000727,36
E00000728,36
E00000729,39
E00000730,36
E00000731,34
E00000732,34
E00000733,36
E00000734,35
E00000736,27
E00000737,23
E00000738,31
E00000739,31
E00000740,37
E00000742,24
E00000743,31
E00000744,31
E00000745,28
E00000746,22
E00000747,26
E00000748,29.5
E00000749,31
E00000750,26
E00000751,33.5
E00000752,30
E00000754,29
E00000755,29.5
E00000756,30
E00000757,31
E00000758,31
E00000760,27
E00000761,33
E00000762,41.5
E00000763,35
E00000764,33
E00000765,32
E00000766,28.5
E00000767,32
E00000768,38
E00000769,34
E00000770,34
E00000771,31
E00000772,32
E00000773,32
E00000774,34
E00000775,34
E00000776,35
E00000777,40
E00000778,32
E00000779,42
E00000780,37
E00000781,40
E00000782,34
E00000783,31.5
E00000785,41
E00000786,36
E00000787,36
E00000788,40
E00000789,35
E00000790,33
E00000791,31
E00000792,32
E00000793,34
E00000794,34
E00000795,32
E00000796,32
E00000797,32
E00000798,33
E00000799,35
E00000800,34
E00000801,34
E00000802,31.5
E00000803,35
E00000804,35
E00000805,34
E00000806,39
E00000807,29
E00000808,31
E00000809,30
E00000810,30
E00000811,46
E00000812,46
E00000813,33
E00000814,37
E00000815,37
E00000816,34
E00000817,40
E00000818,35
E00000819,47
E00000820,42
E00000821,32
E00000822,38
E00000823,34
E00000824,38.5
E00000825,34
E00000826,40
E00000827,40
E00000828,44
E00000829,39.5
E00000830,33
E00000831,36
E00000832,40
E00000833,35
E00000834,43
E00000835,51
E00000836,42
E00000837,41
E00000838,28.5
E00000839,45
E00000840,31
E00000841,47
